BMG_ID,Occupancy,Household Ownership,Landlord Type,Green Energy,Eco Type,Gas Supply,Smart Meter,Meter Reading Frequency,Primary Heating,EV,Property Type,Number of bedrooms,Main Heating System,Water Heating System,Appliances,Number of Appliances
956625147,2.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas, oil or solid fuel","Coffee-maker, Standalone washing machine, Dishwasher, Electric hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Games console, Vacuum cleaner, Bath, Hair drier",14
956625194,2.0,Own,Unknown,Unknown,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Other,"Standalone tumble dryer, Dishwasher, Electric oven, Gas hob, Gas oven, Standalone freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Plug in electric heater, Bath, Shower, Electric blanket",15
956625341,2.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Bath, Power shower",16
956625357,1.0,Other,Unknown,No,No,Mains,No,Do not read,Gas boiler,No,Detached,4.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Cooling fans, Vacuum cleaner, Bath, Hair drier",14
956625367,1.0,Own,Unknown,Unknown,Unknown,Mains,Smart electricity meter,Asked to by provider,Gas boiler,No,Detached,4.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Plug in electric heater",12
956625602,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas, oil or solid fuel","Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower",12
956625616,1.0,Rent,Private landlord,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Combined washing machine and tumble dryer, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Shower",18
956625634,1.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas, oil or solid fuel","Standalone washing machine, Dishwasher, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Mobile phones, PC/laptop, Vacuum cleaner, Bath, Hair drier",14
956625669,1.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,5.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Combined washing machine and tumble dryer, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Vacuum cleaner, Bath, Shower",13
956625903,2.0,Rent,Unknown,Unknown,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower, Hair drier",13
956626064,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,4.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Cooling fans, Power shower, Shower",15
956626070,1.0,Rent,Housing association,No,Unsure,Mains,Both,Regularly,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Other,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Games console, Vacuum cleaner, Bath, Shower",15
956626084,2.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Electric Heater,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",16
956626330,1.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath",17
956626720,1.0,Mortgage,Unknown,Yes,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone washing machine, Dishwasher, Electric oven, Gas hob, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Bath, Power shower",12
956626731,2.0,Mortgage,Unknown,No,No,Mains,Smart electricity meter,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",15
956626742,2.0,Mortgage,Unknown,No,Unknown,Mains,No,Electricity bills,Gas boiler,No,Semi detached,3.0,Single house thermostat,Gas or oil direct heating,"Combined washing machine and tumble dryer, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, PC/laptop, Vacuum cleaner, Bath, Shower, Hair drier",13
956626810,1.0,Rent,Housing association,No,No,Mains,No,Do not read,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Handheld devices, Bath, Power shower",10
956626883,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,2.0,Programmer/timer,Electric immersion heater,"Coffee-maker, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Vacuum cleaner, Bath, Shower",13
956627052,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Toaster, Kettle, Microwave, Games console, Vacuum cleaner, Bath, Power shower",12
956627058,2.0,Rent,Housing association,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,3.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Hair drier",16
956627182,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Hair drier",14
956627188,2.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,Thermostatic radiator valves,Other,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Electric blanket",15
956627253,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Mobile phones, PC/laptop, Handheld devices, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",22
956627501,2.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel, Solar heating","Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower, Electric blanket, Hair drier",18
956627544,1.0,Mortgage,Unknown,Unknown,Unknown,Mains,Unknown,Asked to by provider,Gas boiler,No,Detached,4.0,"Room thermostats, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Toaster, Kettle, Microwave, Bath, Hair drier",9
956627566,2.0,Mortgage,Unknown,No,No,Mains,No,Do not read,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",16
956627684,1.0,Rent,Housing association,Unknown,Unknown,Mains,Smart electricity meter,Regularly,Unknown,No,Flat,1.0,Unknown,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Mobile phones, Vacuum cleaner, Power shower",11
956627792,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Shower, Hair drier",15
956627804,1.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath",12
956627911,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Handheld devices, Cooling fans, Plug in electric heater, Vacuum cleaner, Hair drier",18
956627915,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,"Programmer/timer, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",19
956627992,1.0,Own,Unknown,Unknown,No,Mains,No,When billed,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Other,"Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Handheld devices, Vacuum cleaner, Bath",13
956628012,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,,,,Programmer/timer,Gas or oil direct heating,Unknown,0
956628015,1.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,Thermostatic radiator valves,Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Vacuum cleaner, Bath, Power shower",16
956628223,2.0,Mortgage,Unknown,Yes,Unsure,Mains,Smart electricity meter,Electricity bills,Gas boiler,No,Terraced,3.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",16
956628224,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,8.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Mobile phones, PC/laptop, Handheld devices, Plug in electric heater, Vacuum cleaner, Power shower",17
956628233,1.0,Own,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,2.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",16
956628342,1.0,Own,Unknown,Yes,No,Mains,No,Regularly,Gas boiler,No,Detached,3.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",17
956628387,2.0,Own,Unknown,Yes,No,Mains,No,When billed,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat",Solar heating,"Coffee-maker, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",18
956628427,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Plug in electric heater, Vacuum cleaner, Hair drier",14
